"source","term_name","term_id","adjusted_p_value","negative_log10_of_adjusted_p_value","term_size","query_size","intersection_size","effective_domain_size","intersections"
"KEGG","DNA replication","KEGG:03030","0.07270987871061621","1.1384065798143115","29","5","2","1056","Q8ILY1,Q9U0H1"
"KEGG","Base excision repair","KEGG:03410","0.726479840046986","0.1387764329527865","15","5","1","1056","Q8ILY1"
"KEGG","KEGG root term","KEGG:00000","1","0","1056","5","5","1056","Q8I0U8,Q8IAN4,Q8IDD9,Q8ILY1,Q9U0H1"
"KEGG","Nucleotide excision repair","KEGG:03420","1","0","31","5","1","1056","Q8ILY1"
"KEGG","Ubiquitin mediated proteolysis","KEGG:04120","1","0","27","5","1","1056","Q8IDD9"
"KEGG","Malaria","KEGG:05144","1","0","218","5","1","1056","Q8I0U8"
"REAC","Transcriptional activation of mitochondrial biogenesis","REAC:R-PFA-2151201","1","0","15","5","1","898","Q8ILY1"
"REAC","Synthesis of DNA","REAC:R-PFA-69239","1","0","73","5","1","898","Q8IJA6"
"REAC","Switching of origins to a post-replicative state","REAC:R-PFA-69052","1","0","55","5","1","898","Q8IJA6"
"REAC","S Phase","REAC:R-PFA-69242","1","0","73","5","1","898","Q8IJA6"
"REAC","Organelle biogenesis and maintenance","REAC:R-PFA-1852241","1","0","21","5","1","898","Q8ILY1"
"REAC","Orc1 removal from chromatin","REAC:R-PFA-68949","1","0","52","5","1","898","Q8IJA6"
"REAC","Mitotic Prometaphase","REAC:R-PFA-68877","1","0","22","5","1","898","C0H598"
"REAC","Mitotic G1 phase and G1/S transition","REAC:R-PFA-453279","1","0","23","5","1","898","Q8IJA6"
"REAC","Mitochondrial biogenesis","REAC:R-PFA-1592230","1","0","15","5","1","898","Q8ILY1"
"REAC","M Phase","REAC:R-PFA-68886","1","0","29","5","1","898","C0H598"
"REAC","Ion transport by P-type ATPases","REAC:R-PFA-936837","1","0","15","5","1","898","Q8IHY1"
"REAC","Ion channel transport","REAC:R-PFA-983712","1","0","28","5","1","898","Q8IHY1"
"REAC","Immune System","REAC:R-PFA-168256","1","0","148","5","1","898","Q8IDD9"
"REAC","G1/S Transition","REAC:R-PFA-69206","1","0","23","5","1","898","Q8IJA6"
"REAC","DNA Replication Pre-Initiation","REAC:R-PFA-69002","1","0","23","5","1","898","Q8IJA6"
"REAC","DNA Replication","REAC:R-PFA-69306","1","0","73","5","1","898","Q8IJA6"
"REAC","Condensation of Prometaphase Chromosomes","REAC:R-PFA-2514853","1","0","7","5","1","898","C0H598"
"REAC","Class I MHC mediated antigen processing & presentation","REAC:R-PFA-983169","1","0","77","5","1","898","Q8IDD9"
"REAC","Cell Cycle, Mitotic","REAC:R-PFA-69278","1","0","104","5","2","898","C0H598,Q8IJA6"
"REAC","Cell Cycle","REAC:R-PFA-1640170","1","0","111","5","2","898","C0H598,Q8IJA6"
"REAC","CDC6 association with the ORC:origin complex","REAC:R-PFA-68689","1","0","5","5","1","898","Q8IJA6"
"REAC","Assembly of the pre-replicative complex","REAC:R-PFA-68867","1","0","14","5","1","898","Q8IJA6"
"REAC","Assembly of the ORC complex at the origin of replication","REAC:R-PFA-68616","1","0","5","5","1","898","Q8IJA6"
"REAC","Antigen processing: Ubiquitination & Proteasome degradation","REAC:R-PFA-983168","1","0","72","5","1","898","Q8IDD9"
"REAC","Adaptive Immune System","REAC:R-PFA-1280218","1","0","103","5","1","898","Q8IDD9"
"REAC","Activation of the pre-replicative complex","REAC:R-PFA-68962","1","0","23","5","1","898","Q8IJA6"
"REAC","Transport of small molecules","REAC:R-PFA-382551","1","0","98","5","1","898","Q8IHY1"
"REAC","REACTOME root term","REAC:0000000","1","0","898","5","5","898","C0H598,Q8IDD9,Q8IHY1,Q8IJA6,Q8ILY1"
